NSpins,T,E_mean,Cv,Cv_err,F_approx,F_exact,m_running_mean,tau_int,Mean Energy Difference
64,4.5,-0.21639375,0.04606270012345679,0.0007105399466163924,-3.335556062519754,-3.2293707939263765,-0.0038806818181818183,1.1895879383852503,-0.001000100010001
64,5.0,-0.1944,0.0369871184,0.0005595380692589524,-3.6601359027997264,-3.5650762619997636,0.0016789772727272727,1.1441384927483291,-0.001000100010001
128,1.0,-0.756609375,0.41842096875000007,0.015104880274139724,-1.4497565555599454,-1.1269280110429722,0.010068181818181818,6.5117063225425404,-0.00040004000400040005
128,1.5,-0.576875,0.2839,0.006669172841812504,-1.616595770839918,-1.3509437876163224,-0.001362215909090909,2.7584387890884896,0.00020002000200020003
128,2.0,-0.46014375,0.19749233875,0.0036781475440799275,-1.8464381111198906,-1.6265233750364458,0.004809659090909091,1.734013513340654,-0.0018001800180018
128,2.5,-0.37750625,0.1369153592,0.0023349126653364437,-2.110374201399863,-1.927751664869444,-0.002228693181818182,1.4539310048878722,0.0008000800080008001
128,3.0,-0.319290625,0.09929973208333334,0.0016661234896049217,-2.3987321666798356,-2.2431102605562163,0.0003125,1.4074309500468591,-0.0012001200120012002
128,3.5,-0.276675,0.07506394938775508,0.0011784330961384238,-2.7026901319598085,-2.5669699291282013,0.002677556818181818,1.2321498561890163,0.001000100010001
128,4.0,-0.2429625,0.058805741875,0.0008887970565341475,-3.015551222239781,-2.8963079367204267,-0.003109375,1.1420527176029274,-0.0028002800280028
128,4.5,-0.21700625,0.04577800222222223,0.0007151900006987022,-3.3361685625197537,-3.2293707939263765,-2.6988636363636363e-05,1.2202426558243036,-0.0016001600160016002
128,5.0,-0.1950140625,0.0381129189875,0.0005738522893596395,-3.6607499652997264,-3.5650762619997636,0.0007457386363636364,1.1333827359540414,0.00040004000400040005
