NSpins,T,E_mean,Cv,Cv_err,F_approx,F_exact,m_running_mean,tau_int,Mean Energy Difference
8,1.0,-0.671075,0.369666755,0.010324750461330372,-1.3642221805599453,-1.1403311690007771,-0.002,3.898872049530124,-0.00020002000200020003
8,1.5,-0.5148,0.2625989688888889,0.005375899178502961,-1.5545207708399178,-1.35342225055062,-0.0024772727272727273,2.095053922147921,-0.0006000600060006001
8,2.0,-0.400525,0.17210944875,0.0029585195262041715,-1.7868193611198906,-1.6270427793194118,0.032795454545454544,1.477220403223213,-0.00020002000200020003
8,2.5,-0.34025,0.12040632000000001,0.0019633498391651806,-2.073117951399863,-1.9278873579900866,-0.0037727272727272726,1.3292574027011197,0.0
8,3.0,-0.2771,0.08698052444444444,0.0013718638202103487,-2.3565415416798356,-2.2431530751611923,-0.004090909090909091,1.2436379096868575,0.0
8,3.5,-0.24145,0.06735634122448979,0.0010384755265475897,-2.6674651319598084,-2.5669856199634706,-0.0023636363636363638,1.1883762019212876,0.0
8,4.0,-0.214675,0.052076072187499996,0.0007860492649470012,-2.9872637222397813,-2.8963144102662164,0.00425,1.1390521922835348,-0.00020002000200020003
8,4.5,-0.1913,0.041097999012345676,0.0005988695443164554,-3.310462312519754,-3.22937373076591,-0.008113636363636363,1.061565996179346,-0.001000100010001
8,5.0,-0.173325,0.0341107022,0.0005091641511011494,-3.6390609027997267,-3.565077701534994,-0.0025,1.1139249765793449,0.0
16,1.0,-0.706825,0.39927471,0.012899912130441065,-1.3999721805599452,-1.1277236033227283,-0.034045454545454545,5.216428954581172,0.0
16,1.5,-0.5463625,0.27789257666666667,0.00625850835290493,-1.586083270839918,-1.3509603850971814,0.009534090909090909,2.5354068548198674,-0.0006000600060006001
16,2.0,-0.4381625,0.18707949437500004,0.0034287139691070614,-1.8244568611198906,-1.6265239157192573,-0.005545454545454545,1.6792184967886858,0.0
16,2.5,-0.363925,0.1241100016,0.0020467873399405766,-2.096792951399863,-1.9277516943424335,0.002159090909090909,1.3596991655260764,-0.0008000800080008001
16,3.0,-0.300325,0.09467536777777778,0.0015418385189346219,-2.3797665416798357,-2.2431102630006157,-0.010647727272727272,1.3259165680863303,0.0008000800080008001
16,3.5,-0.2603125,0.07113456632653062,0.001101697133398366,-2.6863276319598084,-2.5669699294095856,-0.011659090909090909,1.1991706330521157,-0.0006000600060006001
16,4.0,-0.2317125,0.05503431734374999,0.0008643955322079934,-3.004301222239781,-2.896307936762334,-0.003,1.2333158083786646,-0.0008000800080008001
16,4.5,-0.198825,0.04477026716049383,0.0006866726467554925,-3.3179873125197537,-3.229370793934043,-0.004170454545454546,1.1760859135688944,0.00020002000200020003
16,5.0,-0.1793875,0.0355608799,0.0005378707665061434,-3.6451234027997264,-3.565076262001421,0.0030454545454545456,1.1437502814878329,0.00040004000400040005
32,1.0,-0.7368375,0.41663095499999997,0.013904707599621048,-1.4299846805599454,-1.1269331392987487,-0.004073863636363637,5.566072493451669,0.00020002000200020003
32,1.5,-0.56524375,0.2909484883333333,0.006510443474012593,-1.604964520839918,-1.3509437890857896,0.0012613636363636364,2.502938763770362,-0.00040004000400040005
32,2.0,-0.4504875,0.18898184875000001,0.0034624053746998684,-1.8367818611198905,-1.6265233750376153,0.004681818181818182,1.6780803817210508,0.0012001200120012002
32,2.5,-0.36298125,0.1320764142,0.002295955998542695,-2.0958492013998633,-1.9277516648694468,-0.004068181818181818,1.5107095418270373,-0.00040004000400040005
32,3.0,-0.31219375,0.09358299986111113,0.0015296488876306244,-2.391635291679836,-2.2431102605562163,0.0005852272727272727,1.335677400587472,-0.0012001200120012002
32,3.5,-0.26970625,0.07406312153061224,0.0012188530626553594,-2.6957213819598085,-2.5669699291282013,-0.0038238636363636365,1.3539726114697999,-0.00020002000200020003
32,4.0,-0.2371875,0.0584029296875,0.0008990696391367217,-3.0097762222397813,-2.8963079367204267,0.003886363636363636,1.1847751724783717,0.00020002000200020003
32,4.5,-0.2091875,0.04579994444444445,0.0007094075688989894,-3.328349812519754,-3.2293707939263765,-0.0015625,1.19944308011048,-0.00040004000400040005
32,5.0,-0.1904125,0.0372271422,0.0005710511075030249,-3.6561484027997264,-3.5650762619997636,-0.003789772727272727,1.1763849817416285,0.00020002000200020003
64,1.0,-0.749246875,0.41777619937500005,0.016095856017500236,-1.4423940555599453,-1.1269280114638254,-0.006846590909090909,7.416321796233429,-0.00040004000400040005
64,1.5,-0.5761625,0.2908571155555556,0.007027940873652565,-1.6158832708399178,-1.3509437876163224,-0.014196022727272727,2.9183680036189132,-0.0008000800080008001
